comparison,reference,comparator,metric,positive_means,cluster,paired_benefit,ci_low,ci_high,positive_benefit_probability,n_clusters,n_windows,bootstrap_samples,evaluation_split,source_commit,comparator_source_commit
TIDE vs EmT,TIDE,EmT,Intersection,TIDE_better,dyad_group,0.0017795020792056,0.0002378338971942,0.0033823960005323,0.9896,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,StaticAware_SRCC,TIDE_better,dyad_group,0.1396526174159404,0.1287787833817774,0.1502163509899682,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,StaticAware_PCC,TIDE_better,dyad_group,0.154908787425723,0.1434789643200557,0.1657775121709023,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,StaticAware_KendallTauB,TIDE_better,dyad_group,0.1155695496182504,0.106336643982174,0.1241955374576763,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,TimeAugmented_Discrete_Frechet,TIDE_better,dyad_group,0.4020472754817807,0.3625646079729634,0.4403304825052571,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,TWED_lambda1_nu1,TIDE_better,dyad_group,4.222251198267288,3.954896775720738,4.499907175841272,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,DTW,TIDE_better,dyad_group,0.9215358775507864,0.7221581513177547,1.123984466699791,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,ZMAE,TIDE_better,dyad_group,0.0879155448652992,0.080201260716347,0.0957478481736445,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,ZRMSE,TIDE_better,dyad_group,0.1683194283005742,0.158867624597677,0.177438797503673,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,ZLinf,TIDE_better,dyad_group,0.57844892536244,0.5551984735115935,0.6023379720023955,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,DeltaCorr_v1,TIDE_better,dyad_group,0.0022332472540165,-0.0016158449247278,0.0060935272993749,0.8686,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,ChangeMagnitudeCorr,TIDE_better,dyad_group,-0.0021873013012065,-0.0058302913780973,0.001546584348849,0.1226,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,LogRatioChangeCorr,TIDE_better,dyad_group,0.0044901355367273,0.0007150747065914,0.0082662323987917,0.9918,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Directional_Accuracy,TIDE_better,dyad_group,0.026561022297393,0.0204398116497698,0.0326784976178722,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Balanced_Nonflat_Directional_Accuracy,TIDE_better,dyad_group,0.0245371907152496,0.0181526433503232,0.0309821466426437,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,TrainFold_Majority_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,TrainFold_Majority_Balanced_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Flat_Transition_Predicted_Change,TIDE_better,dyad_group,0.7924208438289132,0.7780658087405036,0.8068753240523746,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Chebyshev,TIDE_better,dyad_group,-0.0009000056491353,-0.0015034150631764,-0.0003000792567902,0.0022,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Clark,TIDE_better,dyad_group,0.0035324936680173,0.0011931409693663,0.005869206371469,0.9982,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Canberra,TIDE_better,dyad_group,0.0160293720729302,0.0080390382215124,0.0240370541647421,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,KL,TIDE_better,dyad_group,0.0005453311772932,-0.0007451121836028,0.0018843628168212,0.7938,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Cosine,TIDE_better,dyad_group,0.001084374131593,0.0001329116778827,0.002079258188981,0.9884,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs TSception,TIDE,TSception,Intersection,TIDE_better,dyad_group,0.0024879268154533,0.0015150056143161,0.0034594522113984,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,StaticAware_SRCC,TIDE_better,dyad_group,0.1381163655821145,0.1280026923478258,0.1483364370525327,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,StaticAware_PCC,TIDE_better,dyad_group,0.153116382910662,0.1423542404764219,0.1637142225872834,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,StaticAware_KendallTauB,TIDE_better,dyad_group,0.1144639832141807,0.1061391574825839,0.1230492059233553,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,TimeAugmented_Discrete_Frechet,TIDE_better,dyad_group,0.3784984557557675,0.3414778688622462,0.4180524728254895,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,TWED_lambda1_nu1,TIDE_better,dyad_group,4.325699014631933,4.0545700453638975,4.595515140786479,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,DTW,TIDE_better,dyad_group,0.9626462425590256,0.7620595663307244,1.1643864491664206,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,ZMAE,TIDE_better,dyad_group,0.0898935257032029,0.0821925509920319,0.097548289955491,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,ZRMSE,TIDE_better,dyad_group,0.1672124198963577,0.1578496226112162,0.1763549470741454,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,ZLinf,TIDE_better,dyad_group,0.5517892677839414,0.526023289423177,0.5770930657167194,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,DeltaCorr_v1,TIDE_better,dyad_group,0.0024107871050283,-0.0010369266191204,0.0058613909712523,0.9124,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,ChangeMagnitudeCorr,TIDE_better,dyad_group,0.0003800085325877,-0.0031377336179396,0.0038788922392719,0.572,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,LogRatioChangeCorr,TIDE_better,dyad_group,0.0046048332004125,0.001033654178329,0.008128956942961,0.994,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Directional_Accuracy,TIDE_better,dyad_group,0.0276849538146557,0.0217085504056255,0.0338450957503602,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Balanced_Nonflat_Directional_Accuracy,TIDE_better,dyad_group,0.0261008749327131,0.0201010817666597,0.0325414422562005,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,TrainFold_Majority_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,TrainFold_Majority_Balanced_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Flat_Transition_Predicted_Change,TIDE_better,dyad_group,0.8050404716825521,0.7931829825435236,0.8172119798975289,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Chebyshev,TIDE_better,dyad_group,0.0008260276488042,1.84006902881402e-05,0.0016712169577622,0.9764,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Clark,TIDE_better,dyad_group,0.0090556065803845,0.00555523384803,0.0124938812029484,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Canberra,TIDE_better,dyad_group,0.025670679331498,0.0145723980269918,0.0364959268833167,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,KL,TIDE_better,dyad_group,0.0040532073591098,0.0022481480296712,0.0060212494042953,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Cosine,TIDE_better,dyad_group,0.0038960701224382,0.0025651354215525,0.0052052242027103,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EEG Deformer,TIDE,EEG Deformer,Intersection,TIDE_better,dyad_group,0.0047995654283711,0.003503283292661,0.0061151569297109,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,StaticAware_SRCC,TIDE_better,dyad_group,0.140154973455006,0.1296512291906192,0.1511542565626441,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,StaticAware_PCC,TIDE_better,dyad_group,0.1551925079198317,0.1439143389211662,0.1661242746786016,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,StaticAware_KendallTauB,TIDE_better,dyad_group,0.1160434318847196,0.1070180585840107,0.1250770941478357,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,TimeAugmented_Discrete_Frechet,TIDE_better,dyad_group,0.3913793012498758,0.3535764896365458,0.4281799692265602,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,TWED_lambda1_nu1,TIDE_better,dyad_group,4.39189587247774,4.110519700609885,4.6780522592863365,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,DTW,TIDE_better,dyad_group,0.9767518022328716,0.7688029447441597,1.1914158337136591,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,ZMAE,TIDE_better,dyad_group,0.0902530266766207,0.0821409474262686,0.098358104803154,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,ZRMSE,TIDE_better,dyad_group,0.1688456487646921,0.1591948058806855,0.1784566684720595,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,ZLinf,TIDE_better,dyad_group,0.556184758680989,0.5317597387497098,0.5803319440692919,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,DeltaCorr_v1,TIDE_better,dyad_group,0.0016650413181829,-0.0018742487892645,0.0052483136856541,0.8206,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,ChangeMagnitudeCorr,TIDE_better,dyad_group,-0.0027038067838407,-0.006476084299452,0.0011202795821675,0.0802,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,LogRatioChangeCorr,TIDE_better,dyad_group,0.0042990886216738,0.000807933000148,0.0078799719695601,0.992,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Directional_Accuracy,TIDE_better,dyad_group,0.0285262108767471,0.0231326274214245,0.0339903105667932,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Balanced_Nonflat_Directional_Accuracy,TIDE_better,dyad_group,0.0265174029950942,0.0209182270082914,0.0319212581632399,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,TrainFold_Majority_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,TrainFold_Majority_Balanced_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Flat_Transition_Predicted_Change,TIDE_better,dyad_group,0.813574202133451,0.8004468922966741,0.8271160333729863,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Chebyshev,TIDE_better,dyad_group,-9.831235188024278e-06,-0.0006366844766611,0.0005960822282807,0.4948,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Clark,TIDE_better,dyad_group,0.0118416527808964,0.0098897655505938,0.0137120759092233,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Canberra,TIDE_better,dyad_group,0.0396922770810618,0.03270791129695,0.046662804953456,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,KL,TIDE_better,dyad_group,0.0033649319110258,0.00240531980001,0.0043361230572113,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Cosine,TIDE_better,dyad_group,0.0031311588132259,0.0024068718013522,0.0038792518113405,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs CBraMod scratch,TIDE,CBraMod scratch,Intersection,TIDE_better,dyad_group,0.0050323421837739,0.0041811523571812,0.0058649478987147,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,StaticAware_SRCC,TIDE_better,dyad_group,0.141527542645668,0.1314849549721904,0.1515195894672446,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,StaticAware_PCC,TIDE_better,dyad_group,0.1562680784553676,0.145468113153615,0.1667471583558042,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,StaticAware_KendallTauB,TIDE_better,dyad_group,0.1172020375401666,0.108707925089011,0.1256399755974675,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,TimeAugmented_Discrete_Frechet,TIDE_better,dyad_group,0.4533088253379687,0.4107531452720289,0.4947124690055443,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,TWED_lambda1_nu1,TIDE_better,dyad_group,4.223605050785056,3.936339770766784,4.512368004744425,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,DTW,TIDE_better,dyad_group,0.8806562193808188,0.6719712223728771,1.0862260453861798,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,ZMAE,TIDE_better,dyad_group,0.082348521936743,0.0743341168418944,0.0903350184495447,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,ZRMSE,TIDE_better,dyad_group,0.1704743559599725,0.1610153366911672,0.1797572001617131,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,ZLinf,TIDE_better,dyad_group,0.6394270372030466,0.6135366184719967,0.6668167402621659,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,DeltaCorr_v1,TIDE_better,dyad_group,0.0042247496792051,0.0004255216982643,0.0081214459256823,0.9854,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,ChangeMagnitudeCorr,TIDE_better,dyad_group,-0.0028100066289399,-0.0068984070157918,0.0013960590210466,0.094,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,LogRatioChangeCorr,TIDE_better,dyad_group,0.0060409092931668,0.0022574214608692,0.0097634208292005,0.9992,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Directional_Accuracy,TIDE_better,dyad_group,0.0311615379493143,0.0254996624519531,0.0370024139057296,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Balanced_Nonflat_Directional_Accuracy,TIDE_better,dyad_group,0.0289373969013813,0.0232453740800233,0.0350135599582028,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,TrainFold_Majority_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,TrainFold_Majority_Balanced_Direction_Accuracy,TIDE_better,dyad_group,0.0,0.0,0.0,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Flat_Transition_Predicted_Change,TIDE_better,dyad_group,0.8114426753760755,0.7978930464452944,0.8250978463755486,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Chebyshev,TIDE_better,dyad_group,-0.00103740055942,-0.0015009080665562,-0.0005968209573449,0.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Clark,TIDE_better,dyad_group,0.0073068583142806,0.005868112403424,0.0086757247284742,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Canberra,TIDE_better,dyad_group,0.0283120418423822,0.0223108995476082,0.0340236822576522,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,KL,TIDE_better,dyad_group,0.0016835254451981,0.0008869757455814,0.0025119601217316,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Cosine,TIDE_better,dyad_group,0.0015755143318789,0.0009558120584873,0.0022185539553454,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs HeLo task adapted,TIDE,HeLo task adapted,Intersection,TIDE_better,dyad_group,0.0034247154004743,0.0026933866861719,0.004140365628708,1.0,86,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
TIDE vs EMOD scratch,TIDE,EMOD scratch,StaticAware_SRCC,TIDE_better,subject_group,0.1372213413564478,0.1264712923752592,0.1483957845462421,1.0,164,32448,5000,outer_test,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976,9455b7b67cdf3829316a276deae37f6832efd85f
