method,variant,metric,mean,standard_deviation,fold,seed,n_subject_trials,evaluation_split,aggregation_definition,source_commit
EMOD pretrained finetune,full,StaticAware_SRCC,0.0098535250690444,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0105433666706896,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.393043253647985,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.018813878719896,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2229904660414705,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0055846495735344,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0046290458295927,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.371486031455792,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0555014976022432,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2233102171205129,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.0017798045237483,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.0025329138603785,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.428926357372244,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0117469566432051,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2124828320685778,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.0042437626832632,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.004828157191129,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.4962124568660142,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0166368151488228,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2519349609780068,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0030211888680831,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0046046170143131,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.361614614788224,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0431850127114006,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2389760054011694,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0057998502134854,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0073740220586717,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.4125174667158,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0205257757075534,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2212795948031345,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0092167872750763,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0093308837395835,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.3897895684289154,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0510957800240237,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2245951833231707,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.0040836876410906,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.0062428172599327,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.4153986153527907,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.015611793520065,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2119554177822634,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.0001620876483639,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.0003689729545209,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.4891381500130585,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0124505956083485,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.254709728250756,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0078188213678346,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0087439856058717,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.3677284598359507,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0391011727987636,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2397655958216571,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0065392016474409,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0073549120095295,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.4461040650615318,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.0161354820405477,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2239492726652392,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,0.0056775767567701,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,0.0059925771356398,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.381262789929179,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.052058032303801,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2219117788638124,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.0016246093224374,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.0048068632944583,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.429860481778093,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.013794373862585,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2132216037713299,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_SRCC,-0.00235501141332,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,StaticAware_PCC,-0.004346821093685,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,TimeAugmented_Discrete_Frechet,2.490274119384336,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,ZMAE,1.014691697512866,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EMOD pretrained finetune,full,KL,0.2536511142079715,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,-0.0055757613882818,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.0057663652118039,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.371715309802902,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0495947318616212,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2431733242812158,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0005320753919505,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.0003470191125425,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.3913433226058785,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.028674703758522,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.230586443387509,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0043684672422254,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0054169175133786,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.3732871354785146,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0566416999488148,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2307251068277221,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0017941877191071,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0008459528336102,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.39855468916082,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.015078876598784,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2210152179080721,,3,17,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,-0.0065175300865733,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.0046131777008841,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.444637779653185,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0211863270991135,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2639518639231327,,4,17,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0034340374169779,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0028165206187146,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.370302096616972,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.044193780698827,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2480196540070135,,0,42,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0037109260656822,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0044799798856824,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.384862721624636,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0250658789874223,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2346699675265524,,1,42,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0013402225983856,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0034886721568966,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.3760905838860484,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.058575450581851,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2298027137858672,,2,42,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.002422726486632,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0015620915744789,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.401093646837876,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0166394526205942,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2226320448435351,,3,42,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0038999586296241,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0036871544610023,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.4534011787751777,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0163412572045372,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2627641702198759,,4,42,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,-0.0002972594582131,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.0016548574223096,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.364557555564461,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0468847129727812,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2386973133271051,,0,97,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0003919769118149,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.0002253302509333,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.428889322584196,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0267542076714802,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.225517849553585,,1,97,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,0.0110247331369052,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0117119735227685,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.394031539385672,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.048903641941049,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2226616426684856,,2,97,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,-0.0038749695016289,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,-0.002340067178658,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.382127732913186,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.0181267279772035,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2133768298723,,3,97,186,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_SRCC,-0.0005987047878813,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,StaticAware_PCC,0.0012824860524246,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,TimeAugmented_Discrete_Frechet,2.4366990625954004,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,ZMAE,1.01886738625661,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EEGNet,full,KL,0.2553679335388076,,4,97,201,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_SRCC,-0.0037989750962471,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_PCC,-0.0037496111021552,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,TimeAugmented_Discrete_Frechet,2.655609205387402,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,ZMAE,1.022479035644948,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,KL,0.2365958284067541,,0,17,228,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_SRCC,0.001795416836917,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_PCC,0.004462364378148,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,TimeAugmented_Discrete_Frechet,2.732480241205867,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,ZMAE,0.9929213567500352,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,KL,0.2225409959529243,,1,17,227,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_SRCC,0.0066230109472284,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,StaticAware_PCC,0.0043598493063265,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
EmT,full,TimeAugmented_Discrete_Frechet,2.7131914248392963,,2,17,215,outer_test,window -> subject-trial arithmetic mean -> fold mean,9455b7b67cdf3829316a276deae37f6832efd85f
