method,variant,display_name,metric,mean,standard_deviation,evaluation_split,aggregation_definition,folds,seeds,source_commit
TIDE,no_partial_emotion_learning,No partial emotion learning,StaticAware_PCC,-0.0004650605279703,0.0037726018940469,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,StaticAware_KendallTauB,-0.0002305067361446,0.0028213612591699,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,TimeAugmented_Discrete_Frechet,2.5265152588192854,0.0048016225061305,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,TWED_lambda1_nu1,33.568383665759484,0.1947384862607798,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,DTW,17.76840319136895,0.0584352952904503,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,ZMAE,1.0147911226190904,0.0053779540542164,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,ZRMSE,1.280111509676031,0.0033402375536197,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,ZLinf,2.997315048475825,0.0160420546039457,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,DeltaCorr_v1,-0.0011026784779412,0.0009247149995089,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,ChangeMagnitudeCorr,-0.0020740915963421,0.000708212450572,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,LogRatioChangeCorr,-0.0005676095794703,0.0009997057680082,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Directional_Accuracy,0.6426770238338823,0.0007437012659907,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,Balanced_Nonflat_Directional_Accuracy,0.6429351753160291,0.0009266975774594,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
TIDE,no_partial_emotion_learning,No partial emotion learning,TrainFold_Majority_Direction_Accuracy,0.781085529737782,0.0,outer_test,window -> subject-trial arithmetic mean -> five-fold pooled mean per seed -> three-seed mean and sample SD,0;1;2;3;4,17;42;97,e7ad79fe6ad5b5884ccb5d60d35891ef7d308976
